"gene_id","genotypeMYB3R135-genotypeWILDTYPE","genotypeSOG11-genotypeWILDTYPE","Time_After_Treatment_min10-Time_After_Treatment_min0","Time_After_Treatment_min1440-Time_After_Treatment_min0","Time_After_Treatment_min180-Time_After_Treatment_min0","Time_After_Treatment_min360-Time_After_Treatment_min0","Time_After_Treatment_min4320-Time_After_Treatment_min0","Time_After_Treatment_min45-Time_After_Treatment_min0","Time_After_Treatment_min720-Time_After_Treatment_min0","Time_After_Treatment_min90-Time_After_Treatment_min0","Radiation_Dose_cGy10-Radiation_Dose_cGy0","Radiation_Dose_cGy100-Radiation_Dose_cGy0","Radiation_Dose_cGy10000-Radiation_Dose_cGy0","Radiation_Dose_cGy40-Radiation_Dose_cGy0","Radiation_Dose_cGy80-Radiation_Dose_cGy0"
"AT3G52115","None","Down","Down","Down","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G52310","None","None","None","None","None","None","None","Up","None","Up","None","None","None","None","None"
"AT3G52370","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G52400","None","None","None","None","None","Down","Down","None","Down","None","None","None","Up","None","None"
"AT3G52450","None","None","None","None","None","None","Down","None","None","None","Up","None","None","None","None"
"AT3G52520","None","None","None","None","Down","Down","Down","None","Down","None","None","None","None","None","None"
"AT3G52550","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G52561","None","Up","None","None","Down","None","None","None","None","None","None","None","None","None","None"
"AT3G52630","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G52720","None","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G52740","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G52800","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G53200","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G53450","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G53600","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None","None"
"AT3G53650","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G53800","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G54150","None","None","None","None","None","Down","None","None","Down","Up","None","None","Up","None","None"
"AT3G54340","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G54420","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G54430","None","None","None","None","Down","None","None","None","None","Down","None","None","None","None","None"
"AT3G54500","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G54510","None","None","None","None","None","None","None","None","None","Up","None","None","None","None","None"
"AT3G54520","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G54600","None","None","None","None","None","None","None","Down","Up","Down","None","None","None","None","None"
"AT3G54730","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G54940","None","Up","None","Down","Down","Down","None","None","Down","None","None","None","None","None","None"
"AT3G54990","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G55060","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G55110","None","None","Down","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G55120","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT3G55150","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None","None"
"AT3G55240","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G55500","None","None","None","None","None","Down","None","None","Down","Up","None","None","None","None","None"
"AT3G55580","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G55646","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G55660","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G55700","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G55710","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G55840","None","None","None","Down","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G55920","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G55970","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G55980","None","None","Up","Down","Down","Down","Down","None","Down","None","None","None","Up","None","None"
"AT3G56080","None","None","None","None","None","Up","None","None","Up","None","None","None","None","None","None"
"AT3G56100","None","None","None","None","None","None","None","None","Up","Down","None","None","Down","None","None"
"AT3G56220","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G56250","None","None","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G56260","None","None","Down","None","None","None","Down","Down","None","None","None","None","None","None","None"
"AT3G56330","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G56360","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G56400","None","None","None","None","None","Down","Up","None","None","None","None","None","Up","None","None"
"AT3G56410","None","None","None","None","None","None","Up","Up","None","None","None","None","None","None","None"
"AT3G56620","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT3G56710","None","None","None","None","None","None","Up","None","None","None","None","None","Up","None","None"
"AT3G56880","None","None","None","None","None","Down","Down","None","Down","None","None","None","Up","None","None"
"AT3G56891","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G56920","None","Down","Down","None","None","None","None","Down","Down","None","None","None","Up","None","Down"
"AT3G56970","None","None","None","Up","None","Up","Up","None","Up","None","Down","None","None","None","None"
"AT3G56980","None","None","None","Up","None","None","None","Up","Up","None","Down","Down","None","None","None"
"AT3G57010","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G57062","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
